type,repo_name,actor_login,created_at,event
PushEvent,masalmon/newyear,masalmon,2017-01-01T18:40:01Z,NA
CreateEvent,masalmon/newyear,masalmon,2017-01-01T18:36:58Z,NA
CreateEvent,masalmon/newyear,masalmon,2017-01-01T18:06:42Z,NA
PushEvent,masalmon/newyear,masalmon,2017-01-01T18:40:01Z,NA
IssueCommentEvent,mllg/batchtools,masalmon,2017-01-02T15:11:32Z,"""created"""
IssueCommentEvent,mllg/batchtools,masalmon,2017-01-02T15:02:48Z,"""created"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-02T15:56:58Z,"""created"""
IssueCommentEvent,mllg/batchtools,masalmon,2017-01-02T15:11:32Z,"""created"""
IssueCommentEvent,mllg/batchtools,masalmon,2017-01-02T15:02:48Z,"""created"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-02T15:56:58Z,"""created"""
IssuesEvent,mllg/batchtools,masalmon,2017-01-03T10:23:50Z,"""opened"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-03T10:19:00Z,"""created"""
IssueCommentEvent,openaq/openaq-info,masalmon,2017-01-03T18:19:02Z,"""created"""
IssueCommentEvent,openaq/openaq-info,masalmon,2017-01-03T18:19:02Z,"""created"""
IssuesEvent,mllg/batchtools,masalmon,2017-01-03T10:23:50Z,"""opened"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-03T10:19:00Z,"""created"""
WatchEvent,rstudio/leaflet,masalmon,2017-01-04T11:04:34Z,"""started"""
WatchEvent,rstudio/leaflet,masalmon,2017-01-04T11:04:34Z,"""started"""
IssueCommentEvent,openaq/openaq-info,masalmon,2017-01-05T11:57:09Z,"""created"""
IssueCommentEvent,openaq/openaq-info,masalmon,2017-01-05T11:57:09Z,"""created"""
WatchEvent,hakimel/reveal.js,masalmon,2017-01-08T12:31:09Z,"""started"""
WatchEvent,hakimel/reveal.js,masalmon,2017-01-08T12:31:07Z,"""started"""
PushEvent,masalmon/resources,masalmon,2017-01-08T12:37:24Z,NA
PushEvent,masalmon/resources,masalmon,2017-01-08T12:11:48Z,NA
ForkEvent,rladies/resources,masalmon,2017-01-08T11:16:54Z,NA
WatchEvent,stephlocke/stephStyle,masalmon,2017-01-08T08:47:00Z,"""started"""
PublicEvent,masalmon/rladiesbcn_rmarkdown,masalmon,2017-01-08T15:17:58Z,NA
WatchEvent,hakimel/reveal.js,masalmon,2017-01-08T12:31:09Z,"""started"""
WatchEvent,hakimel/reveal.js,masalmon,2017-01-08T12:31:07Z,"""started"""
PushEvent,masalmon/resources,masalmon,2017-01-08T12:37:24Z,NA
PushEvent,masalmon/resources,masalmon,2017-01-08T12:11:48Z,NA
PublicEvent,masalmon/rladiesbcn_rmarkdown,masalmon,2017-01-08T15:17:58Z,NA
WatchEvent,stephlocke/stephStyle,masalmon,2017-01-08T08:47:00Z,"""started"""
ForkEvent,rladies/resources,masalmon,2017-01-08T11:16:54Z,NA
IssueCommentEvent,masalmon/resources,masalmon,2017-01-09T08:08:35Z,"""created"""
PullRequestEvent,masalmon/resources,masalmon,2017-01-09T08:08:35Z,"""closed"""
PullRequestEvent,rladies/resources,masalmon,2017-01-09T08:10:22Z,"""opened"""
WatchEvent,rkillick/changepoint,masalmon,2017-01-09T15:00:19Z,"""started"""
IssueCommentEvent,masalmon/resources,masalmon,2017-01-09T08:08:35Z,"""created"""
PullRequestEvent,masalmon/resources,masalmon,2017-01-09T08:08:35Z,"""closed"""
PullRequestEvent,rladies/resources,masalmon,2017-01-09T08:10:22Z,"""opened"""
WatchEvent,rkillick/changepoint,masalmon,2017-01-09T15:00:19Z,"""started"""
WatchEvent,Pakillo/rmdTemplates,masalmon,2017-01-10T12:28:42Z,"""started"""
IssuesEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T12:50:21Z,"""opened"""
IssuesEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T12:34:37Z,"""opened"""
CreateEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T12:33:39Z,NA
IssueCommentEvent,openaq/openaq-fetch,masalmon,2017-01-10T09:25:19Z,"""created"""
WatchEvent,crsh/citr,masalmon,2017-01-10T13:45:09Z,"""started"""
IssuesEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T13:01:17Z,"""opened"""
IssueCommentEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T13:06:03Z,"""created"""
IssueCommentEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T13:40:48Z,"""created"""
IssuesEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T13:39:46Z,"""opened"""
WatchEvent,ropensci/rcrossref,masalmon,2017-01-10T16:06:19Z,"""started"""
WatchEvent,cboettig/knitcitations,masalmon,2017-01-10T15:33:08Z,"""started"""
CreateEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T15:20:11Z,NA
WatchEvent,Pakillo/rmdTemplates,masalmon,2017-01-10T12:28:42Z,"""started"""
IssuesEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T12:50:21Z,"""opened"""
IssuesEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T12:34:37Z,"""opened"""
CreateEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T12:33:39Z,NA
IssueCommentEvent,openaq/openaq-fetch,masalmon,2017-01-10T09:25:19Z,"""created"""
WatchEvent,ropensci/rcrossref,masalmon,2017-01-10T16:06:19Z,"""started"""
WatchEvent,cboettig/knitcitations,masalmon,2017-01-10T15:33:08Z,"""started"""
CreateEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T15:20:11Z,NA
WatchEvent,crsh/citr,masalmon,2017-01-10T13:45:09Z,"""started"""
IssuesEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T13:01:17Z,"""opened"""
IssueCommentEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T13:06:03Z,"""created"""
IssueCommentEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T13:40:48Z,"""created"""
IssuesEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-10T13:39:46Z,"""opened"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2017-01-11T08:51:18Z,"""created"""
PushEvent,masalmon/rtimicropem,masalmon,2017-01-11T15:23:28Z,NA
PushEvent,masalmon/rtimicropem,masalmon,2017-01-11T15:23:28Z,NA
PushEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-12T09:08:47Z,NA
WatchEvent,njtierney/burgr-reproducible-talk,masalmon,2017-01-12T09:20:30Z,"""started"""
WatchEvent,MilesMcBain/datapasta,masalmon,2017-01-12T11:44:37Z,"""started"""
WatchEvent,rudeboybert/fivethirtyeight,masalmon,2017-01-12T16:20:28Z,"""started"""
PushEvent,masalmon/rladiesbcn_rmarkdown,masalmon,2017-01-12T10:56:47Z,NA
IssuesEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T13:32:29Z,"""opened"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T15:17:26Z,NA
IssueCommentEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T15:43:07Z,"""created"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T15:58:39Z,NA
IssuesEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T15:24:58Z,"""opened"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2017-01-11T08:51:18Z,"""created"""
IssuesEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T13:32:29Z,"""opened"""
WatchEvent,rudeboybert/fivethirtyeight,masalmon,2017-01-12T16:20:28Z,"""started"""
PushEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-12T09:08:47Z,NA
WatchEvent,njtierney/burgr-reproducible-talk,masalmon,2017-01-12T09:20:30Z,"""started"""
PushEvent,masalmon/rladiesbcn_rmarkdown,masalmon,2017-01-12T10:56:47Z,NA
WatchEvent,MilesMcBain/datapasta,masalmon,2017-01-12T11:44:37Z,"""started"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T15:17:26Z,NA
IssueCommentEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T15:43:07Z,"""created"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T15:58:39Z,NA
IssuesEvent,acrossthetidyverse/tidycast,masalmon,2017-01-12T15:24:58Z,"""opened"""
WatchEvent,MilesMcBain/packup,masalmon,2017-01-13T16:00:01Z,"""started"""
IssueCommentEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T08:56:19Z,"""created"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T08:48:42Z,NA
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T08:55:34Z,NA
IssueCommentEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T08:59:11Z,"""created"""
WatchEvent,MilesMcBain/RmdComment,masalmon,2017-01-13T13:03:10Z,"""started"""
PushEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-13T09:29:23Z,NA
IssueCommentEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T09:03:13Z,"""created"""
IssuesEvent,MilesMcBain/packup,masalmon,2017-01-13T15:59:59Z,"""opened"""
IssuesEvent,ropensci/wishlist,masalmon,2017-01-13T11:56:22Z,"""opened"""
IssueCommentEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T08:56:19Z,"""created"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T08:48:42Z,NA
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T08:55:34Z,NA
IssueCommentEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T08:59:11Z,"""created"""
WatchEvent,MilesMcBain/RmdComment,masalmon,2017-01-13T13:03:10Z,"""started"""
PushEvent,masalmon/rmd_course_isglobal,masalmon,2017-01-13T09:29:23Z,NA
IssueCommentEvent,acrossthetidyverse/tidycast,masalmon,2017-01-13T09:03:13Z,"""created"""
IssuesEvent,MilesMcBain/packup,masalmon,2017-01-13T15:59:59Z,"""opened"""
WatchEvent,MilesMcBain/packup,masalmon,2017-01-13T16:00:01Z,"""started"""
IssuesEvent,ropensci/wishlist,masalmon,2017-01-13T11:56:22Z,"""opened"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-14T12:09:22Z,NA
IssueCommentEvent,ropensci/wishlist,masalmon,2017-01-14T15:48:44Z,"""created"""
IssueCommentEvent,ropensci/wishlist,masalmon,2017-01-14T15:48:19Z,"""created"""
IssuesEvent,openjournals/joss,masalmon,2017-01-14T15:26:12Z,"""opened"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-14T15:05:13Z,"""created"""
WatchEvent,hrbrmstr/rstudioconf2017,masalmon,2017-01-14T08:31:11Z,"""started"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:31:04Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:25:00Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:21:14Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:27:26Z,"""opened"""
IssueCommentEvent,meyera/riskscorer,masalmon,2017-01-14T17:29:33Z,"""created"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:17:06Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:22:16Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:23:36Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:32:51Z,"""opened"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-14T17:40:03Z,"""created"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-14T17:37:37Z,"""created"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:23:22Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:37:45Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:25:33Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:34:44Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:51:44Z,"""opened"""
ForkEvent,meyera/riskscorer,masalmon,2017-01-14T16:08:36Z,NA
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:46:39Z,"""opened"""
IssueCommentEvent,meyera/riskscorer,masalmon,2017-01-14T16:26:39Z,"""created"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:31:41Z,"""opened"""
IssueCommentEvent,ropensci/wishlist,masalmon,2017-01-14T16:07:57Z,"""created"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-14T16:13:10Z,"""created"""
IssuesEvent,acrossthetidyverse/tidycast,masalmon,2017-01-14T11:54:37Z,"""opened"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-14T11:22:45Z,NA
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-14T12:09:22Z,NA
IssuesEvent,acrossthetidyverse/tidycast,masalmon,2017-01-14T11:54:37Z,"""opened"""
PushEvent,acrossthetidyverse/tidycast,masalmon,2017-01-14T11:22:45Z,NA
IssueCommentEvent,ropensci/wishlist,masalmon,2017-01-14T15:48:44Z,"""created"""
IssueCommentEvent,ropensci/wishlist,masalmon,2017-01-14T15:48:19Z,"""created"""
IssuesEvent,openjournals/joss,masalmon,2017-01-14T15:26:12Z,"""opened"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-14T15:05:13Z,"""created"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:23:22Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:37:45Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:25:33Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:34:44Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:51:44Z,"""opened"""
ForkEvent,meyera/riskscorer,masalmon,2017-01-14T16:08:36Z,NA
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:46:39Z,"""opened"""
IssueCommentEvent,meyera/riskscorer,masalmon,2017-01-14T16:26:39Z,"""created"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T16:31:41Z,"""opened"""
IssueCommentEvent,ropensci/wishlist,masalmon,2017-01-14T16:07:57Z,"""created"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-14T16:13:10Z,"""created"""
WatchEvent,hrbrmstr/rstudioconf2017,masalmon,2017-01-14T08:31:11Z,"""started"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:31:04Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:25:00Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:21:14Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:27:26Z,"""opened"""
IssueCommentEvent,meyera/riskscorer,masalmon,2017-01-14T17:29:33Z,"""created"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:17:06Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:22:16Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:23:36Z,"""opened"""
IssuesEvent,meyera/riskscorer,masalmon,2017-01-14T17:32:51Z,"""opened"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-14T17:40:03Z,"""created"""
IssueCommentEvent,openjournals/joss-reviews,masalmon,2017-01-14T17:37:37Z,"""created"""
PushEvent,ropensci/ropenaq,masalmon,2017-01-15T08:59:59Z,NA
PushEvent,rladies/barcelona_20170116_rmarkdown,masalmon,2017-01-15T13:55:58Z,NA
PushEvent,forwards/wir,masalmon,2017-01-15T14:49:34Z,NA
PushEvent,forwards/wir,masalmon,2017-01-15T14:36:46Z,NA
WatchEvent,forwards/forwards.github.io,masalmon,2017-01-15T05:54:23Z,"""started"""
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T17:54:02Z,"""created"""
PushEvent,forwards/diversity_statistics,masalmon,2017-01-15T17:22:10Z,NA
PushEvent,forwards/diversity_statistics,masalmon,2017-01-15T17:18:14Z,NA
IssuesEvent,forwards/diversity_statistics,masalmon,2017-01-15T17:18:14Z,"""closed"""
PushEvent,forwards/diversity_statistics,masalmon,2017-01-15T17:26:31Z,NA
PushEvent,ropensci/monkeylearn,masalmon,2017-01-15T18:03:29Z,NA
IssuesEvent,ropensci/monkeylearn,masalmon,2017-01-15T18:03:29Z,"""closed"""
IssueCommentEvent,ropensci/opencage,masalmon,2017-01-15T15:53:38Z,"""created"""
IssuesEvent,ropensci/opencage,masalmon,2017-01-15T15:53:38Z,"""closed"""
PushEvent,forwards/wir,masalmon,2017-01-15T15:25:14Z,NA
IssuesEvent,forwards/wir,masalmon,2017-01-15T15:44:40Z,"""opened"""
IssuesEvent,forwards/wir,masalmon,2017-01-15T15:25:31Z,"""opened"""
PushEvent,forwards/wir,masalmon,2017-01-15T15:27:03Z,NA
IssuesEvent,forwards/wir,masalmon,2017-01-15T15:26:39Z,"""opened"""
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:57:22Z,"""created"""
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:58:10Z,"""created"""
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:57:54Z,"""created"""
IssuesEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:57:55Z,"""closed"""
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:59:20Z,"""created"""
IssuesEvent,forwards/wir,masalmon,2017-01-15T16:02:12Z,"""opened"""
PushEvent,forwards/wir,masalmon,2017-01-15T16:00:45Z,NA
IssueCommentEvent,rladies/praise,masalmon,2017-01-15T16:21:31Z,"""created"""
WatchEvent,forwards/forwards.github.io,masalmon,2017-01-15T05:54:23Z,"""started"""
PushEvent,forwards/wir,masalmon,2017-01-15T14:49:34Z,NA
PushEvent,forwards/wir,masalmon,2017-01-15T14:36:46Z,NA
PushEvent,ropensci/monkeylearn,masalmon,2017-01-15T18:03:29Z,NA
IssuesEvent,ropensci/monkeylearn,masalmon,2017-01-15T18:03:29Z,"""closed"""
PushEvent,rladies/barcelona_20170116_rmarkdown,masalmon,2017-01-15T13:55:58Z,NA
PushEvent,ropensci/ropenaq,masalmon,2017-01-15T08:59:59Z,NA
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T17:54:02Z,"""created"""
PushEvent,forwards/diversity_statistics,masalmon,2017-01-15T17:22:10Z,NA
PushEvent,forwards/diversity_statistics,masalmon,2017-01-15T17:18:14Z,NA
IssuesEvent,forwards/diversity_statistics,masalmon,2017-01-15T17:18:14Z,"""closed"""
PushEvent,forwards/diversity_statistics,masalmon,2017-01-15T17:26:31Z,NA
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:57:22Z,"""created"""
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:58:10Z,"""created"""
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:57:54Z,"""created"""
IssuesEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:57:55Z,"""closed"""
IssueCommentEvent,ropensci/monkeylearn,masalmon,2017-01-15T16:59:20Z,"""created"""
IssuesEvent,forwards/wir,masalmon,2017-01-15T16:02:12Z,"""opened"""
PushEvent,forwards/wir,masalmon,2017-01-15T16:00:45Z,NA
IssueCommentEvent,rladies/praise,masalmon,2017-01-15T16:21:31Z,"""created"""
IssueCommentEvent,ropensci/opencage,masalmon,2017-01-15T15:53:38Z,"""created"""
IssuesEvent,ropensci/opencage,masalmon,2017-01-15T15:53:38Z,"""closed"""
PushEvent,forwards/wir,masalmon,2017-01-15T15:25:14Z,NA
IssuesEvent,forwards/wir,masalmon,2017-01-15T15:44:40Z,"""opened"""
IssuesEvent,forwards/wir,masalmon,2017-01-15T15:25:31Z,"""opened"""
PushEvent,forwards/wir,masalmon,2017-01-15T15:27:03Z,NA
IssuesEvent,forwards/wir,masalmon,2017-01-15T15:26:39Z,"""opened"""
WatchEvent,cwickham/purrr-tutorial,masalmon,2017-01-16T12:02:35Z,"""started"""
IssueCommentEvent,ropensci/ropenaq,masalmon,2017-01-16T06:37:12Z,"""created"""
IssueCommentEvent,ropensci/ropenaq,masalmon,2017-01-16T06:26:20Z,"""created"""
IssueCommentEvent,ropensci/ropenaq,masalmon,2017-01-16T06:45:25Z,"""created"""
PullRequestEvent,ropensci/ropenaq,masalmon,2017-01-16T07:59:57Z,"""closed"""
PushEvent,ropensci/ropenaq,masalmon,2017-01-16T07:59:57Z,NA
IssuesEvent,forwards/wir,masalmon,2017-01-16T09:24:26Z,"""closed"""
IssueCommentEvent,forwards/wir,masalmon,2017-01-16T09:23:50Z,"""created"""
IssuesEvent,forwards/wir,masalmon,2017-01-16T09:23:50Z,"""closed"""
WatchEvent,rladies/global,masalmon,2017-01-16T13:16:32Z,"""started"""
WatchEvent,rladies/resources,masalmon,2017-01-16T13:16:42Z,"""started"""
WatchEvent,rladies/melbourne_20160712_r_trivia_night,masalmon,2017-01-16T13:15:04Z,"""started"""
WatchEvent,hafen/lazyrmd,masalmon,2017-01-16T08:54:05Z,"""started"""
IssueCommentEvent,forwards/wir,masalmon,2017-01-16T08:11:19Z,"""created"""
IssuesEvent,ropensci/ropenaq,masalmon,2017-01-16T08:25:20Z,"""opened"""
IssueCommentEvent,ropensci/ropenaq,masalmon,2017-01-16T08:28:08Z,"""created"""
PushEvent,ropensci/ropenaq,masalmon,2017-01-16T08:17:53Z,NA
IssueCommentEvent,ropensci/ropenaq,masalmon,2017-01-16T06:37:12Z,"""created"""
IssueCommentEvent,ropensci/ropenaq,masalmon,2017-01-16T06:26:20Z,"""created"""
IssueCommentEvent,ropensci/ropenaq,masalmon,2017-01-16T06:45:25Z,"""created"""
WatchEvent,cwickham/purrr-tutorial,masalmon,2017-01-16T12:02:35Z,"""started"""
PullRequestEvent,ropensci/ropenaq,masalmon,2017-01-16T07:59:57Z,"""closed"""
PushEvent,ropensci/ropenaq,masalmon,2017-01-16T07:59:57Z,NA
WatchEvent,rladies/global,masalmon,2017-01-16T13:16:32Z,"""started"""
WatchEvent,rladies/resources,masalmon,2017-01-16T13:16:42Z,"""started"""
WatchEvent,rladies/melbourne_20160712_r_trivia_night,masalmon,2017-01-16T13:15:04Z,"""started"""
WatchEvent,hafen/lazyrmd,masalmon,2017-01-16T08:54:05Z,"""started"""
IssueCommentEvent,forwards/wir,masalmon,2017-01-16T08:11:19Z,"""created"""
IssuesEvent,ropensci/ropenaq,masalmon,2017-01-16T08:25:20Z,"""opened"""
IssueCommentEvent,ropensci/ropenaq,masalmon,2017-01-16T08:28:08Z,"""created"""
PushEvent,ropensci/ropenaq,masalmon,2017-01-16T08:17:53Z,NA
IssuesEvent,forwards/wir,masalmon,2017-01-16T09:24:26Z,"""closed"""
IssueCommentEvent,forwards/wir,masalmon,2017-01-16T09:23:50Z,"""created"""
IssuesEvent,forwards/wir,masalmon,2017-01-16T09:23:50Z,"""closed"""
WatchEvent,crsh/papaja,masalmon,2017-01-17T11:08:17Z,"""started"""
IssueCommentEvent,ropensci/onboarding,masalmon,2017-01-17T10:19:13Z,"""created"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-17T15:56:22Z,"""created"""
IssuesEvent,ropensci/EML,masalmon,2017-01-17T15:53:58Z,"""opened"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2017-01-17T15:26:03Z,"""created"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2017-01-17T15:33:19Z,"""created"""
PushEvent,rladies/barcelona_20170116_rmarkdown,masalmon,2017-01-17T09:13:05Z,NA
WatchEvent,rladies/barcelona_20170116_rmarkdown,masalmon,2017-01-17T09:14:32Z,"""started"""
IssueCommentEvent,openjournals/joss,masalmon,2017-01-17T19:43:38Z,"""created"""
IssuesEvent,openjournals/joss,masalmon,2017-01-17T19:43:38Z,"""closed"""
WatchEvent,r-pkgs/gh,masalmon,2017-01-17T13:20:37Z,"""started"""
WatchEvent,josdejong/jsoneditor,masalmon,2017-01-17T16:31:30Z,"""started"""
WatchEvent,timelyportfolio/listviewer,masalmon,2017-01-17T16:15:11Z,"""started"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-17T16:10:57Z,"""created"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-17T16:25:41Z,"""created"""
WatchEvent,josdejong/jsoneditor,masalmon,2017-01-17T16:31:30Z,"""started"""
WatchEvent,timelyportfolio/listviewer,masalmon,2017-01-17T16:15:11Z,"""started"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-17T16:10:57Z,"""created"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-17T16:25:41Z,"""created"""
WatchEvent,crsh/papaja,masalmon,2017-01-17T11:08:17Z,"""started"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-17T15:56:22Z,"""created"""
IssuesEvent,ropensci/EML,masalmon,2017-01-17T15:53:58Z,"""opened"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2017-01-17T15:26:03Z,"""created"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2017-01-17T15:33:19Z,"""created"""
WatchEvent,r-pkgs/gh,masalmon,2017-01-17T13:20:37Z,"""started"""
IssueCommentEvent,openjournals/joss,masalmon,2017-01-17T19:43:38Z,"""created"""
IssuesEvent,openjournals/joss,masalmon,2017-01-17T19:43:38Z,"""closed"""
IssueCommentEvent,ropensci/onboarding,masalmon,2017-01-17T10:19:13Z,"""created"""
PushEvent,rladies/barcelona_20170116_rmarkdown,masalmon,2017-01-17T09:13:05Z,NA
WatchEvent,rladies/barcelona_20170116_rmarkdown,masalmon,2017-01-17T09:14:32Z,"""started"""
PushEvent,masalmon/EML,masalmon,2017-01-18T10:21:06Z,NA
PullRequestEvent,ropensci/EML,masalmon,2017-01-18T10:22:10Z,"""opened"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-18T10:20:31Z,"""created"""
IssueCommentEvent,forwards/wir,masalmon,2017-01-18T10:51:17Z,"""created"""
WatchEvent,ropensci/maptools,masalmon,2017-01-18T12:18:29Z,"""started"""
WatchEvent,rich-iannone/SplitR,masalmon,2017-01-18T15:16:00Z,"""started"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-18T21:49:45Z,"""created"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-18T18:23:56Z,"""created"""
PushEvent,masalmon/EML,masalmon,2017-01-18T09:30:57Z,NA
IssueCommentEvent,forwards/wir,masalmon,2017-01-18T09:24:41Z,"""created"""
WatchEvent,rich-iannone/SplitR,masalmon,2017-01-18T15:16:00Z,"""started"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-18T21:49:45Z,"""created"""
PushEvent,masalmon/EML,masalmon,2017-01-18T09:30:57Z,NA
IssueCommentEvent,forwards/wir,masalmon,2017-01-18T09:24:41Z,"""created"""
WatchEvent,ropensci/maptools,masalmon,2017-01-18T12:18:29Z,"""started"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-18T18:23:56Z,"""created"""
PushEvent,masalmon/EML,masalmon,2017-01-18T10:21:06Z,NA
PullRequestEvent,ropensci/EML,masalmon,2017-01-18T10:22:10Z,"""opened"""
IssueCommentEvent,ropensci/EML,masalmon,2017-01-18T10:20:31Z,"""created"""
IssueCommentEvent,forwards/wir,masalmon,2017-01-18T10:51:17Z,"""created"""
PushEvent,masalmon/EML,masalmon,2017-01-19T11:34:37Z,NA
PushEvent,masalmon/EML,masalmon,2017-01-19T11:43:12Z,NA
